Userid,register_time,country,,,,
56398,3/18/17,TW,,,,
56399,4/12/17,ID,,,,
56403,5/13/17,SG,,,,
56406,1/12/17,SG,,,,
56412,2/6/17,VN,,,,
56414,4/22/17,MY,,,,
56422,4/28/17,TH,,,,
56426,5/22/17,PH,,,,
56429,5/13/17,SG,,,,
56431,5/9/17,TH,,,,
56433,1/30/17,MY,,,,
56434,1/20/17,TH,,,,
56444,2/19/17,TH,,,,
56454,4/30/17,VN,,,,
56460,2/15/17,TH,,,,
56467,1/12/17,MY,,,,
56469,4/19/17,VN,,,,
56475,5/28/17,VN,,,,
56477,1/29/17,TW,,,,
56483,3/24/17,TW,,,,
56492,1/8/17,TH,,,,
56500,1/1/17,VN,,,,
56501,3/11/17,SG,,,,
56507,1/24/17,MY,,,,
56516,5/4/17,VN,,,,
56524,5/23/17,TH,,,,
56527,4/22/17,TH,,,,
56535,4/25/17,TW,,,,
56543,4/20/17,SG,,,,
56550,4/21/17,SG,,,,
56557,2/4/17,ID,,,,
56563,1/19/17,VN,,,,
56570,2/7/17,VN,,,,
56574,5/6/17,MY,,,,
56583,1/17/17,TH,,,,
56590,4/11/17,SG,,,,
56591,5/6/17,SG,,,,
56596,1/13/17,MY,,,,
56602,5/27/17,MY,,,,
56612,2/19/17,TW,,,,
56617,4/7/17,TH,,,,
56619,2/26/17,VN,,,,
56629,1/5/17,TH,,,,
56633,4/3/17,PH,,,,
56634,5/14/17,SG,,,,
56642,1/8/17,SG,,,,
56646,4/14/17,MY,,,,
56654,4/5/17,SG,,,,
56659,2/22/17,ID,,,,
56667,2/8/17,VN,,,,
56674,5/22/17,PH,,,,
56675,2/13/17,VN,,,,
56685,4/20/17,VN,,,,
56686,1/5/17,TH,,,,
56687,2/14/17,TH,,,,
56694,1/9/17,VN,,,,
56701,5/25/17,TW,,,,
56703,5/22/17,ID,,,,
56705,3/24/17,SG,,,,
56712,4/19/17,PH,,,,
56718,1/13/17,MY,,,,
56727,5/8/17,SG,,,,
56736,2/9/17,VN,,,,
56741,3/4/17,MY,,,,
56750,3/16/17,ID,,,,
56755,1/5/17,VN,,,,
56757,1/27/17,MY,,,,
56764,2/5/17,VN,,,,
56772,5/2/17,ID,,,,
56773,5/19/17,ID,,,,
56775,1/30/17,ID,,,,
56781,5/20/17,TW,,,,
56790,1/16/17,TW,,,,
56795,1/16/17,ID,,,,
56805,2/27/17,TW,,,,
56812,4/30/17,PH,,,,
56822,2/13/17,VN,,,,
56827,4/6/17,SG,,,,
56833,4/8/17,MY,,,,
56835,5/31/17,TH,,,,
56840,1/20/17,SG,,,,
56848,3/9/17,TH,,,,
56853,5/29/17,TW,,,,
56860,5/19/17,MY,,,,
56864,2/12/17,PH,,,,
56867,1/20/17,SG,,,,
56876,3/31/17,MY,,,,
56883,3/29/17,PH,,,,
56893,3/1/17,TH,,,,
56897,2/11/17,TH,,,,
56903,4/24/17,PH,,,,
56905,2/2/17,ID,,,,
56914,5/27/17,SG,,,,
56919,3/7/17,SG,,,,
56927,4/28/17,TH,,,,
56932,1/15/17,TW,,,,
56937,2/22/17,TW,,,,
56947,4/16/17,ID,,,,
56951,4/18/17,SG,,,,
56956,2/21/17,TW,,,,
56958,5/5/17,PH,,,,
56964,5/21/17,ID,,,,
56971,5/10/17,VN,,,,
56975,5/7/17,VN,,,,
56984,3/24/17,ID,,,,
56990,2/27/17,TW,,,,
56994,5/27/17,ID,,,,
56999,1/15/17,ID,,,,
57003,1/27/17,TH,,,,
57012,4/28/17,PH,,,,
57019,5/8/17,TH,,,,
57022,3/23/17,VN,,,,
57028,4/3/17,ID,,,,
57037,5/12/17,ID,,,,
57038,5/5/17,VN,,,,
57047,4/25/17,VN,,,,
57053,5/30/17,TW,,,,
57059,5/5/17,TH,,,,
57061,3/2/17,MY,,,,
57071,1/10/17,VN,,,,
57077,3/13/17,PH,,,,
57081,2/7/17,TH,,,,
57090,2/24/17,TW,,,,
57091,3/27/17,VN,,,,
57101,3/5/17,TW,,,,
57106,3/17/17,PH,,,,
57111,1/29/17,ID,,,,
57114,5/19/17,TW,,,,
57124,1/9/17,SG,,,,
57130,1/20/17,TW,,,,
57134,5/28/17,TW,,,,
57135,5/10/17,TH,,,,
57145,5/31/17,TW,,,,
57155,4/2/17,PH,,,,
57162,1/31/17,PH,,,,
57172,2/13/17,SG,,,,
57175,2/28/17,TH,,,,
57183,5/27/17,ID,,,,
57190,3/10/17,TW,,,,
57193,1/4/17,ID,,,,
57203,5/10/17,SG,,,,
57209,4/14/17,PH,,,,
57213,1/14/17,PH,,,,
57215,5/4/17,TH,,,,
57220,3/21/17,TH,,,,
57225,4/12/17,SG,,,,
57231,3/12/17,TH,,,,
57233,4/23/17,VN,,,,
57238,4/20/17,PH,,,,
57242,1/17/17,ID,,,,
57248,2/26/17,TW,,,,
57250,2/21/17,SG,,,,
57257,4/17/17,VN,,,,
57262,2/8/17,ID,,,,
57265,1/29/17,TH,,,,
57272,4/13/17,TW,,,,
57279,5/6/17,TW,,,,
57287,3/9/17,SG,,,,
57289,1/2/17,VN,,,,
57296,5/19/17,MY,,,,
57298,1/25/17,TH,,,,
57306,4/3/17,TH,,,,
57314,4/2/17,ID,,,,
57315,5/16/17,PH,,,,
57320,3/28/17,ID,,,,
57321,3/8/17,TW,,,,
57322,2/10/17,TH,,,,
57329,3/25/17,MY,,,,
57333,3/28/17,SG,,,,
57341,2/2/17,TW,,,,
57345,2/19/17,ID,,,,
57347,4/20/17,VN,,,,
57351,5/11/17,VN,,,,
57353,5/3/17,MY,,,,
57360,4/24/17,VN,,,,
57366,1/28/17,ID,,,,
57367,1/15/17,TH,,,,
57370,3/31/17,ID,,,,
57379,3/19/17,ID,,,,
57386,3/5/17,VN,,,,
57387,5/1/17,PH,,,,
57389,2/16/17,MY,,,,
57398,4/28/17,TW,,,,
57406,3/5/17,PH,,,,
57411,1/30/17,TH,,,,
57416,3/9/17,TW,,,,
57419,4/23/17,MY,,,,
57426,4/22/17,PH,,,,
57430,3/11/17,VN,,,,
57440,4/19/17,SG,,,,
57444,1/30/17,PH,,,,
57451,5/16/17,SG,,,,
57454,4/13/17,SG,,,,
57456,1/2/17,SG,,,,
57462,2/18/17,SG,,,,
57472,5/24/17,VN,,,,
57476,1/31/17,MY,,,,
57483,3/2/17,TW,,,,
57486,4/6/17,PH,,,,
57489,3/31/17,TH,,,,
57494,5/15/17,PH,,,,
57502,4/25/17,SG,,,,
57503,4/4/17,TH,,,,
57511,3/3/17,MY,,,,
57519,3/2/17,SG,,,,
57525,3/11/17,PH,,,,
57530,5/4/17,PH,,,,
57539,4/8/17,VN,,,,
57541,5/25/17,SG,,,,
57549,1/27/17,ID,,,,
57557,1/19/17,VN,,,,
57564,5/2/17,ID,,,,
57566,1/26/17,ID,,,,
57573,4/18/17,PH,,,,
57577,4/5/17,SG,,,,
57584,1/19/17,ID,,,,
57586,1/20/17,SG,,,,
57594,1/24/17,SG,,,,
57597,4/21/17,VN,,,,
57601,1/7/17,ID,,,,
57602,5/23/17,ID,,,,
57607,1/26/17,ID,,,,
57613,4/29/17,PH,,,,
57623,5/16/17,TH,,,,
57628,4/20/17,TW,,,,
57634,1/26/17,VN,,,,
57641,3/15/17,TH,,,,
57644,1/3/17,TW,,,,
57651,2/7/17,TH,,,,
57653,3/16/17,MY,,,,
57656,5/22/17,VN,,,,
57663,5/29/17,VN,,,,
57672,1/23/17,VN,,,,
57679,5/7/17,TH,,,,
57686,2/28/17,PH,,,,
57689,4/26/17,SG,,,,
57698,3/24/17,MY,,,,
57706,5/26/17,MY,,,,
57712,5/2/17,TW,,,,
57716,2/18/17,MY,,,,
57721,4/6/17,SG,,,,
57723,2/2/17,SG,,,,
57733,2/16/17,VN,,,,
57736,2/25/17,PH,,,,
57740,1/24/17,VN,,,,
57747,5/12/17,TW,,,,
57750,5/15/17,VN,,,,
57751,3/24/17,TW,,,,
57756,1/6/17,ID,,,,
57766,4/2/17,TW,,,,
57774,3/2/17,SG,,,,
57777,3/12/17,TH,,,,
57784,4/21/17,TW,,,,
57791,5/15/17,ID,,,,
57799,2/10/17,TW,,,,
57802,2/24/17,TW,,,,
57803,2/23/17,ID,,,,
57805,4/2/17,TW,,,,
57808,2/25/17,MY,,,,
57816,3/26/17,SG,,,,
57819,2/6/17,SG,,,,
57829,2/10/17,ID,,,,
57839,4/14/17,SG,,,,
57848,2/20/17,PH,,,,
57858,2/17/17,TW,,,,
57866,5/10/17,PH,,,,
57868,3/8/17,TW,,,,
57875,4/12/17,PH,,,,
57880,4/20/17,TH,,,,
57885,2/15/17,MY,,,,
57886,1/1/17,VN,,,,
57896,1/21/17,VN,,,,
57900,1/16/17,MY,,,,
57906,5/14/17,SG,,,,
57912,3/17/17,ID,,,,
57915,1/10/17,SG,,,,
57921,1/7/17,TW,,,,
57928,3/17/17,PH,,,,
57934,3/26/17,ID,,,,
57944,4/15/17,TH,,,,
57947,5/23/17,VN,,,,
57953,3/13/17,TW,,,,
57956,4/3/17,SG,,,,
57966,2/28/17,SG,,,,
57969,4/28/17,PH,,,,
57979,2/2/17,ID,,,,
57989,5/12/17,PH,,,,
57991,5/6/17,TH,,,,
57995,5/10/17,TH,,,,
58000,4/19/17,ID,,,,
58009,2/17/17,MY,,,,
58013,3/31/17,SG,,,,
58019,1/10/17,VN,,,,
58029,5/9/17,TW,,,,
58031,3/17/17,VN,,,,
58039,5/24/17,ID,,,,
58047,4/5/17,TH,,,,
58049,5/28/17,VN,,,,
58058,5/15/17,ID,,,,
58063,4/25/17,ID,,,,
58067,1/9/17,MY,,,,
58069,5/16/17,VN,,,,
58075,6/1/17,ID,,,,
58079,5/17/17,TW,,,,
58089,2/28/17,MY,,,,
58093,1/7/17,TH,,,,
58097,4/21/17,VN,,,,
58100,2/18/17,SG,,,,
58107,2/1/17,PH,,,,
58108,2/17/17,ID,,,,
58114,3/2/17,MY,,,,
58118,5/19/17,TH,,,,
58127,4/25/17,PH,,,,
58134,4/6/17,SG,,,,
58140,2/26/17,SG,,,,
58141,4/14/17,SG,,,,
58142,2/9/17,ID,,,,
58148,3/20/17,PH,,,,
58152,4/23/17,MY,,,,
58156,4/12/17,VN,,,,
58165,2/6/17,ID,,,,
58173,2/12/17,VN,,,,
58178,2/26/17,VN,,,,
58180,4/30/17,MY,,,,
58182,2/17/17,TW,,,,
58191,3/10/17,PH,,,,
58195,1/21/17,VN,,,,
58205,3/22/17,MY,,,,
58215,2/2/17,TW,,,,
58221,1/28/17,PH,,,,
58226,2/24/17,SG,,,,
58231,4/11/17,TH,,,,
58234,1/25/17,VN,,,,
58241,4/23/17,TW,,,,
58246,2/24/17,SG,,,,
58256,2/20/17,TW,,,,
58264,1/15/17,TH,,,,
58272,3/5/17,TH,,,,
58279,5/12/17,ID,,,,
58285,1/15/17,MY,,,,
58287,3/5/17,MY,,,,
58293,4/16/17,VN,,,,
58303,1/14/17,SG,,,,
58308,3/30/17,TH,,,,
58311,2/4/17,ID,,,,
58317,2/25/17,TH,,,,
58322,3/30/17,TW,,,,
58324,3/28/17,TH,,,,
58327,3/4/17,ID,,,,
58334,2/14/17,TH,,,,
58335,4/3/17,PH,,,,
58342,1/10/17,ID,,,,
58352,5/3/17,TH,,,,
58358,3/14/17,TW,,,,
58363,5/26/17,PH,,,,
58368,4/22/17,MY,,,,
58373,4/9/17,VN,,,,
58378,1/27/17,PH,,,,
58379,2/25/17,ID,,,,
58385,3/23/17,VN,,,,
58389,3/19/17,TW,,,,
58395,1/25/17,SG,,,,
58404,4/1/17,SG,,,,
58405,3/5/17,TW,,,,
58412,1/16/17,VN,,,,
58415,5/23/17,VN,,,,
58419,3/17/17,VN,,,,
58429,1/22/17,PH,,,,
58431,3/1/17,ID,,,,
58436,3/11/17,TW,,,,
58444,5/14/17,PH,,,,
58452,5/15/17,VN,,,,
58455,5/2/17,TW,,,,
58459,3/7/17,ID,,,,
58465,1/3/17,TH,,,,
58470,4/27/17,SG,,,,
58472,2/21/17,TH,,,,
58480,4/30/17,TH,,,,
58487,1/20/17,TW,,,,
58488,3/5/17,ID,,,,
58495,4/2/17,TW,,,,
58497,3/22/17,SG,,,,
58505,2/25/17,VN,,,,
58513,5/17/17,ID,,,,
58517,1/10/17,PH,,,,
58526,3/22/17,MY,,,,
58527,2/5/17,SG,,,,
58531,4/13/17,TW,,,,
58541,5/31/17,TH,,,,
58545,3/10/17,VN,,,,
58553,3/24/17,MY,,,,
58556,5/21/17,SG,,,,
58566,2/12/17,TH,,,,
58569,1/5/17,ID,,,,
58574,5/22/17,SG,,,,
58584,4/28/17,TH,,,,
58591,1/20/17,TH,,,,
58595,3/13/17,VN,,,,
58604,5/15/17,ID,,,,
58609,5/9/17,MY,,,,
58612,1/20/17,ID,,,,
58613,5/14/17,MY,,,,
58619,3/17/17,TW,,,,
58624,3/26/17,TW,,,,
58626,3/14/17,SG,,,,
58631,4/6/17,ID,,,,
58636,1/30/17,TH,,,,
58637,4/30/17,MY,,,,
58645,5/16/17,TH,,,,
58651,1/29/17,SG,,,,
58656,4/24/17,MY,,,,
58665,3/28/17,SG,,,,
58667,2/17/17,MY,,,,
58673,3/6/17,ID,,,,
58678,5/23/17,VN,,,,
58682,5/22/17,TW,,,,
58684,4/29/17,MY,,,,
58690,3/18/17,SG,,,,
58699,4/12/17,TW,,,,
58708,5/1/17,SG,,,,
58710,3/24/17,MY,,,,
58716,1/20/17,PH,,,,
58719,4/19/17,ID,,,,
58720,4/9/17,SG,,,,
58723,4/19/17,SG,,,,
58728,3/24/17,TW,,,,
58733,5/2/17,SG,,,,
58740,5/12/17,PH,,,,
58744,4/2/17,TW,,,,
58745,3/25/17,SG,,,,
58746,1/12/17,ID,,,,
58752,5/21/17,TW,,,,
58755,4/27/17,TW,,,,
58761,1/20/17,ID,,,,
58765,3/22/17,MY,,,,
58767,2/22/17,TH,,,,
58776,3/10/17,TW,,,,
58784,2/3/17,SG,,,,
58788,1/15/17,TH,,,,
58795,3/31/17,VN,,,,
58804,2/4/17,SG,,,,
58809,4/12/17,MY,,,,
58819,3/25/17,SG,,,,
58825,4/29/17,SG,,,,
58833,1/2/17,TH,,,,
58842,5/22/17,TW,,,,
58847,4/15/17,TW,,,,
58848,1/10/17,ID,,,,
58852,4/19/17,VN,,,,
58854,1/17/17,MY,,,,
58858,3/2/17,SG,,,,
58868,2/22/17,TH,,,,
58871,2/2/17,ID,,,,
58874,4/25/17,PH,,,,
58884,3/17/17,TH,,,,
58889,3/28/17,TH,,,,
58893,3/4/17,TW,,,,
58900,2/12/17,MY,,,,
58904,3/25/17,TH,,,,
58907,1/2/17,TH,,,,
58917,2/3/17,SG,,,,
58926,1/4/17,ID,,,,
58934,4/21/17,VN,,,,
58939,2/23/17,TH,,,,
58943,3/30/17,VN,,,,
58945,5/17/17,MY,,,,
58951,1/24/17,TH,,,,
58960,3/10/17,SG,,,,
58961,1/3/17,PH,,,,
58967,1/8/17,TH,,,,
58977,3/27/17,MY,,,,
58987,4/26/17,MY,,,,
58996,1/8/17,SG,,,,
58999,5/24/17,VN,,,,
59003,5/10/17,ID,,,,
59008,1/18/17,TW,,,,
59016,5/23/17,PH,,,,
59022,3/4/17,TW,,,,
59029,3/24/17,TH,,,,
59031,2/26/17,TH,,,,
59032,2/2/17,PH,,,,
59038,5/23/17,TH,,,,
59046,2/20/17,MY,,,,
59049,3/13/17,TH,,,,
59054,5/23/17,ID,,,,
59057,2/7/17,TH,,,,
59066,4/28/17,MY,,,,
59072,5/2/17,VN,,,,
59075,5/6/17,PH,,,,
59082,2/19/17,PH,,,,
59088,1/8/17,VN,,,,
59094,2/14/17,TW,,,,
59100,1/10/17,ID,,,,
59105,5/26/17,ID,,,,
59112,2/16/17,PH,,,,
59114,3/14/17,TH,,,,
59115,1/13/17,SG,,,,
59119,5/6/17,TH,,,,
59122,5/24/17,VN,,,,
59123,2/26/17,SG,,,,
59132,5/13/17,VN,,,,
59140,1/8/17,TW,,,,
59141,2/11/17,PH,,,,
59148,2/26/17,TW,,,,
59157,2/1/17,TH,,,,
59163,5/5/17,ID,,,,
59166,4/20/17,TW,,,,
59167,5/28/17,MY,,,,
59175,2/16/17,VN,,,,
59179,1/13/17,TH,,,,
59184,4/20/17,TW,,,,
59191,4/5/17,VN,,,,
59196,5/30/17,TW,,,,
59200,1/29/17,MY,,,,
59204,4/9/17,PH,,,,
59211,3/25/17,PH,,,,
59217,1/23/17,TH,,,,
59223,2/23/17,VN,,,,
59225,2/14/17,MY,,,,
59228,4/12/17,MY,,,,
59230,4/6/17,TW,,,,
59233,3/24/17,TH,,,,
59241,4/1/17,PH,,,,
59251,4/20/17,MY,,,,
59252,2/5/17,ID,,,,
59253,1/25/17,TH,,,,
59262,5/16/17,VN,,,,
59269,2/16/17,PH,,,,
59270,4/24/17,PH,,,,
59280,4/8/17,VN,,,,
59283,1/12/17,MY,,,,
59286,4/8/17,ID,,,,
59287,3/3/17,SG,,,,
59293,5/24/17,TH,,,,
59302,5/15/17,MY,,,,
59311,1/6/17,VN,,,,
59312,2/28/17,PH,,,,
59314,3/24/17,SG,,,,
59324,5/22/17,TH,,,,
59326,5/16/17,ID,,,,
59333,1/29/17,MY,,,,
59338,2/22/17,TH,,,,
59347,2/28/17,VN,,,,
59357,3/3/17,TH,,,,
59358,3/6/17,PH,,,,
59363,4/25/17,PH,,,,
59364,4/11/17,TW,,,,
59374,5/8/17,ID,,,,
59383,3/18/17,TW,,,,
59387,4/17/17,ID,,,,
59389,5/17/17,PH,,,,
59392,1/9/17,MY,,,,
59401,1/22/17,VN,,,,
59407,4/7/17,MY,,,,
59408,2/22/17,TH,,,,
59413,5/27/17,TW,,,,
59422,4/30/17,MY,,,,
59430,1/21/17,MY,,,,
59439,5/19/17,TH,,,,
59442,5/26/17,TW,,,,
59443,5/20/17,TW,,,,
59451,4/2/17,PH,,,,
59461,1/2/17,MY,,,,
59470,4/20/17,MY,,,,
59472,5/28/17,MY,,,,
59478,5/5/17,SG,,,,
59481,1/26/17,PH,,,,
59491,2/23/17,TW,,,,
59495,5/4/17,TW,,,,
59502,2/17/17,ID,,,,
59503,4/30/17,MY,,,,
59508,4/13/17,MY,,,,
59516,2/9/17,ID,,,,
59517,2/8/17,ID,,,,
59526,2/10/17,PH,,,,
59531,3/18/17,TH,,,,
59534,1/9/17,PH,,,,
59541,5/14/17,ID,,,,
59549,3/27/17,TH,,,,
59557,4/26/17,TW,,,,
59560,5/7/17,TW,,,,
59565,4/14/17,VN,,,,
59566,2/14/17,PH,,,,
59575,1/29/17,ID,,,,
59580,3/19/17,TW,,,,
59582,2/13/17,TW,,,,
59592,1/6/17,MY,,,,
59594,1/16/17,MY,,,,
59604,3/10/17,VN,,,,
59613,4/19/17,MY,,,,
59614,4/14/17,ID,,,,
59621,4/4/17,MY,,,,
59624,2/21/17,TH,,,,
59634,1/8/17,ID,,,,
59643,2/7/17,TW,,,,
59647,1/4/17,ID,,,,
59652,5/27/17,PH,,,,
59662,2/25/17,VN,,,,
59663,3/13/17,TH,,,,
59672,2/9/17,TH,,,,
59680,4/16/17,ID,,,,
59683,5/23/17,PH,,,,
59690,2/28/17,VN,,,,
59699,4/23/17,MY,,,,
59706,5/1/17,PH,,,,
59716,5/31/17,PH,,,,
59723,1/3/17,TH,,,,
59731,5/18/17,VN,,,,
59733,4/25/17,PH,,,,
59736,3/29/17,PH,,,,
59739,5/22/17,SG,,,,
59747,5/14/17,TH,,,,
59750,2/25/17,TW,,,,
59757,2/16/17,VN,,,,
59762,5/30/17,TW,,,,
59767,5/24/17,PH,,,,
59771,2/21/17,SG,,,,
59781,4/20/17,TW,,,,
59785,1/10/17,PH,,,,
59792,4/5/17,TW,,,,
59794,4/10/17,PH,,,,
59803,3/9/17,TH,,,,
59805,4/11/17,SG,,,,
59807,3/12/17,ID,,,,
59816,2/10/17,SG,,,,
59823,3/23/17,PH,,,,
59831,5/7/17,SG,,,,
59836,1/11/17,PH,,,,
59839,1/11/17,VN,,,,
59841,3/24/17,TW,,,,
59843,2/28/17,TH,,,,
59844,2/5/17,PH,,,,
59850,5/22/17,SG,,,,
59854,3/9/17,PH,,,,
59861,2/24/17,VN,,,,
59864,3/15/17,ID,,,,
59873,1/8/17,TH,,,,
59875,1/5/17,ID,,,,
59879,1/16/17,TW,,,,
59883,5/21/17,TH,,,,
59891,4/9/17,ID,,,,
59893,5/30/17,TH,,,,
59899,1/14/17,PH,,,,
59909,3/12/17,SG,,,,
59915,5/7/17,MY,,,,
59918,5/19/17,PH,,,,
59919,1/27/17,VN,,,,
59929,3/28/17,TH,,,,
59936,5/12/17,TH,,,,
59941,1/1/17,TH,,,,
59946,3/13/17,VN,,,,
59947,5/23/17,MY,,,,
59956,4/12/17,TH,,,,
59959,4/16/17,MY,,,,
59967,3/8/17,TH,,,,
59972,4/20/17,TH,,,,
59976,1/18/17,TH,,,,
59985,1/3/17,MY,,,,
59993,3/22/17,ID,,,,
60001,2/27/17,PH,,,,
60008,1/9/17,PH,,,,
60018,1/27/17,ID,,,,
60024,3/21/17,TW,,,,
60027,1/26/17,SG,,,,
60034,2/14/17,PH,,,,
60044,1/11/17,PH,,,,
60051,3/29/17,PH,,,,
60055,2/12/17,SG,,,,
60059,4/22/17,TH,,,,
60062,5/17/17,VN,,,,
60069,4/25/17,TH,,,,
60073,3/18/17,MY,,,,
60080,3/6/17,VN,,,,
60086,2/13/17,MY,,,,
60091,5/10/17,PH,,,,
60096,5/30/17,PH,,,,
60099,4/2/17,TW,,,,
60106,5/22/17,SG,,,,
60110,4/1/17,SG,,,,
60116,1/6/17,ID,,,,
60122,5/15/17,VN,,,,
60127,1/10/17,TW,,,,
60136,1/30/17,VN,,,,
60145,5/26/17,MY,,,,
60148,1/24/17,PH,,,,
60152,4/3/17,VN,,,,
60159,3/29/17,MY,,,,
60168,3/31/17,TW,,,,
60175,4/8/17,TH,,,,
60182,2/18/17,ID,,,,
60186,3/26/17,PH,,,,
60195,3/18/17,VN,,,,
60199,2/19/17,MY,,,,
60204,4/20/17,VN,,,,
60213,2/16/17,MY,,,,
60222,5/19/17,ID,,,,
60228,5/16/17,TH,,,,
60237,4/24/17,SG,,,,
60239,1/31/17,ID,,,,
60248,3/13/17,MY,,,,
60249,6/1/17,ID,,,,
60253,1/7/17,VN,,,,
60258,5/17/17,MY,,,,
60267,4/18/17,SG,,,,
60275,3/22/17,TW,,,,
60284,1/12/17,TW,,,,
60291,4/30/17,PH,,,,
60292,5/6/17,SG,,,,
60302,3/30/17,TH,,,,
60306,3/30/17,PH,,,,
60310,1/16/17,VN,,,,
60317,1/24/17,MY,,,,
60320,4/26/17,VN,,,,
60322,2/22/17,VN,,,,
60324,5/25/17,SG,,,,
60326,2/11/17,SG,,,,
60333,4/11/17,TW,,,,
60343,5/25/17,PH,,,,
60352,4/8/17,SG,,,,
60355,4/12/17,TH,,,,
60360,1/10/17,SG,,,,
60363,3/15/17,TH,,,,
60369,5/30/17,VN,,,,
60377,3/21/17,PH,,,,
60384,2/8/17,PH,,,,
60388,2/28/17,SG,,,,
60398,5/18/17,ID,,,,
60404,3/31/17,SG,,,,
60410,4/11/17,PH,,,,
60415,2/9/17,VN,,,,
60416,5/3/17,ID,,,,
60426,4/14/17,VN,,,,
60434,4/27/17,SG,,,,
60441,3/10/17,MY,,,,
60443,3/12/17,ID,,,,
60450,1/2/17,TW,,,,
60460,4/2/17,MY,,,,
60468,2/8/17,SG,,,,
60469,1/26/17,TW,,,,
60479,4/30/17,TH,,,,
60486,1/7/17,SG,,,,
60489,1/24/17,SG,,,,
60492,3/28/17,MY,,,,
60496,3/4/17,TW,,,,
60500,3/1/17,SG,,,,
60503,3/15/17,ID,,,,
60507,3/27/17,VN,,,,
60510,4/5/17,PH,,,,
60519,2/3/17,MY,,,,
60526,5/9/17,MY,,,,
60533,1/19/17,VN,,,,
60539,4/6/17,MY,,,,
60541,3/23/17,ID,,,,
60551,3/20/17,TW,,,,
60557,4/14/17,VN,,,,
60563,1/30/17,PH,,,,
60573,4/17/17,SG,,,,
60580,1/14/17,MY,,,,
60585,2/6/17,TH,,,,
60587,4/21/17,SG,,,,
60591,3/10/17,ID,,,,
60600,5/9/17,TH,,,,
60607,5/17/17,SG,,,,
60610,5/30/17,TW,,,,
60618,1/4/17,ID,,,,
60623,2/4/17,SG,,,,
60628,3/8/17,PH,,,,
60629,3/23/17,MY,,,,
60639,5/28/17,MY,,,,
60641,5/1/17,VN,,,,
60645,4/10/17,TH,,,,
60647,3/30/17,PH,,,,
60656,1/19/17,VN,,,,
60664,1/17/17,PH,,,,
60667,3/1/17,ID,,,,
60673,3/7/17,SG,,,,
60676,3/29/17,SG,,,,
60683,4/19/17,TW,,,,
60690,5/22/17,TW,,,,
60694,5/13/17,MY,,,,
60697,3/29/17,VN,,,,
60707,5/30/17,ID,,,,
60717,4/29/17,VN,,,,
60722,4/26/17,ID,,,,
60725,3/21/17,TH,,,,
60731,4/28/17,TW,,,,
60741,4/21/17,VN,,,,
60744,4/11/17,TH,,,,
60748,3/5/17,MY,,,,
60757,5/14/17,MY,,,,
60759,2/2/17,VN,,,,
60763,4/29/17,VN,,,,
60770,2/25/17,TW,,,,
60771,3/23/17,VN,,,,
60772,2/13/17,MY,,,,
60780,4/20/17,SG,,,,
60787,5/14/17,TH,,,,
60790,5/1/17,ID,,,,
60795,2/17/17,ID,,,,
60805,4/21/17,PH,,,,
60811,2/22/17,ID,,,,
60819,3/26/17,VN,,,,
60825,5/16/17,SG,,,,
60827,5/25/17,TH,,,,
60834,1/25/17,SG,,,,
60841,5/7/17,VN,,,,
60844,3/14/17,TW,,,,
60854,5/3/17,MY,,,,
60859,5/26/17,VN,,,,
60863,4/17/17,SG,,,,
60866,3/27/17,TW,,,,
60871,5/24/17,PH,,,,
60874,3/9/17,MY,,,,
60882,3/29/17,ID,,,,
60891,2/15/17,MY,,,,
60896,4/20/17,ID,,,,
60905,3/4/17,VN,,,,
60913,2/6/17,SG,,,,
60921,5/10/17,MY,,,,
60928,1/16/17,VN,,,,
60933,2/7/17,VN,,,,
60940,4/23/17,ID,,,,
60942,3/1/17,MY,,,,
60950,5/23/17,VN,,,,
60959,4/4/17,SG,,,,
60965,2/14/17,TH,,,,
60974,3/9/17,PH,,,,
60982,2/11/17,SG,,,,
60988,3/18/17,SG,,,,
60996,1/6/17,VN,,,,
61001,3/23/17,MY,,,,
61010,2/12/17,VN,,,,
61014,2/23/17,TH,,,,
61017,4/5/17,TH,,,,
61023,4/8/17,VN,,,,
61032,4/22/17,PH,,,,
61042,4/26/17,VN,,,,
61043,5/15/17,VN,,,,
61044,4/21/17,MY,,,,
61047,1/7/17,VN,,,,
61053,1/7/17,TW,,,,
61059,5/6/17,TH,,,,
61060,3/13/17,TW,,,,
61062,5/2/17,PH,,,,
61071,4/1/17,VN,,,,
61074,2/25/17,MY,,,,
61078,5/9/17,TW,,,,
61084,1/1/17,MY,,,,
61091,1/16/17,TW,,,,
61092,4/26/17,VN,,,,
61095,1/19/17,VN,,,,
61099,4/8/17,ID,,,,
61103,2/25/17,VN,,,,
61113,5/30/17,ID,,,,
61117,5/9/17,TW,,,,
61120,5/30/17,PH,,,,
61124,1/1/17,MY,,,,
61129,5/20/17,SG,,,,
61135,1/20/17,TH,,,,
61143,1/27/17,VN,,,,
61151,2/24/17,ID,,,,
61153,5/21/17,TH,,,,
61156,5/13/17,VN,,,,
61161,1/20/17,TW,,,,
61167,1/2/17,TH,,,,
61169,6/1/17,TH,,,,
61170,5/31/17,VN,,,,
61180,4/24/17,MY,,,,
61181,2/15/17,TW,,,,
61185,1/20/17,VN,,,,
61192,3/1/17,TH,,,,
61201,2/24/17,TW,,,,
61211,5/18/17,MY,,,,
61219,5/26/17,TW,,,,
