orderid:,userid:,itemid:,gmv:,order_time:,Country ,,,
1180577,32388,8031610,13.0,5/18/17,,,,
1180584,64445,4355340,35.0,5/29/17,,,,
1180592,11662,7618707,19.0,1/29/17,,,,
1180601,65576,9073369,55.0,2/5/17,,,,
1180602,20646,1597142,45.0,5/30/17,,,,
1180603,15017,6763179,27.0,2/10/17,,,,
1180609,47365,2812627,56.0,1/4/17,,,,
1180615,45595,7149405,77.0,5/9/17,,,,
1180617,69066,8678789,75.0,1/5/17,,,,
1180621,46982,6024476,94.0,5/9/17,,,,
1180624,51192,1843882,81.0,1/21/17,,,,
1180632,56372,4886130,9.0,1/29/17,,,,
1180638,13922,5111807,66.0,2/7/17,,,,
1180640,50052,1964197,29.0,3/5/17,,,,
1180649,60844,5332748,18.0,2/22/17,,,,
1180657,23167,7358539,10.0,4/15/17,,,,
1180658,62730,5963301,5.0,5/15/17,,,,
1180667,44361,7698265,47.0,1/11/17,,,,
1180669,15470,2681434,63.0,2/18/17,,,,
1180677,41616,5432629,15.0,5/22/17,,,,
1180679,23461,6427391,48.0,1/3/17,,,,
1180687,24576,2029328,15.0,3/23/17,,,,
1180695,70271,5103268,93.0,2/5/17,,,,
1180703,47526,2010228,20.0,5/20/17,,,,
1180708,41023,9201630,11.0,4/15/17,,,,
1180712,69171,2693731,54.0,5/10/17,,,,
1180716,26377,2918342,77.0,1/24/17,,,,
1180725,40207,2445255,18.0,5/4/17,,,,
1180727,65159,5362775,22.0,4/24/17,,,,
1180735,39083,5424235,15.0,5/15/17,,,,
1180744,53989,3705552,86.0,5/18/17,,,,
1180751,64194,7580469,20.0,4/4/17,,,,
1180756,60780,2549885,79.0,5/27/17,,,,
1180762,59105,4839237,91.0,4/29/17,,,,
1180770,29936,7938143,35.0,3/5/17,,,,
1180772,45968,2249230,36.0,4/14/17,,,,
1180780,38264,3247499,21.0,4/7/17,,,,
1180786,41995,1712080,91.0,2/11/17,,,,
1180794,20609,3616522,46.0,3/9/17,,,,
1180796,17378,1958801,78.0,4/22/17,,,,
1180806,19616,8978764,55.0,3/16/17,,,,
1180815,36461,8776145,71.0,5/14/17,,,,
1180817,63718,5743743,29.0,1/19/17,,,,
1180818,26760,7132372,42.0,5/7/17,,,,
1180828,21698,7579514,73.0,6/1/17,,,,
1180830,67117,5917688,81.0,5/17/17,,,,
1180835,26022,6346690,28.0,5/18/17,,,,
1180839,32757,5201921,1.0,1/3/17,,,,
1180848,34668,2165570,41.0,2/13/17,,,,
1180849,18159,3289362,97.0,2/4/17,,,,
1180857,28048,3743741,15.0,5/23/17,,,,
1180865,33224,7209655,48.0,3/12/17,,,,
1180871,59311,8680535,27.0,3/21/17,,,,
1180878,22263,9124290,87.0,3/30/17,,,,
1180882,24854,1736064,25.0,1/8/17,,,,
1180885,70063,2532952,84.0,2/19/17,,,,
1180891,51192,1466454,22.0,4/12/17,,,,
1180900,25614,4658870,8.0,5/29/17,,,,
1180905,29950,4649741,93.0,2/16/17,,,,
1180913,32660,1596549,40.0,5/18/17,,,,
1180921,61485,1363297,72.0,5/27/17,,,,
1180925,54291,4299312,89.0,4/14/17,,,,
1180931,36708,2273231,55.0,5/31/17,,,,
1180938,22270,8380561,38.0,3/20/17,,,,
1180939,37459,7001133,16.0,3/21/17,,,,
1180945,18647,3037948,26.0,1/30/17,,,,
1180947,21331,5054393,77.0,1/5/17,,,,
1180953,46289,5091420,81.0,5/17/17,,,,
1180957,68308,5484181,42.0,5/31/17,,,,
1180964,51208,2392899,92.0,4/1/17,,,,
1180967,15172,1593234,95.0,2/16/17,,,,
1180972,26385,5187354,37.0,3/24/17,,,,
1180978,43024,5666331,93.0,1/13/17,,,,
1180981,17571,9210496,19.0,5/10/17,,,,
1180990,13747,7868481,50.0,1/1/17,,,,
1180991,41848,4268941,88.0,3/15/17,,,,
1180996,46953,8338884,41.0,2/18/17,,,,
1180998,20196,5984603,24.0,5/18/17,,,,
1181003,43710,2226177,76.0,2/7/17,,,,
1181004,34225,7626435,70.0,5/17/17,,,,
1181008,62900,9076744,98.0,2/12/17,,,,
1181011,17663,3982393,62.0,4/26/17,,,,
1181017,50901,2488189,32.0,5/6/17,,,,
1181023,39895,1541494,82.0,5/10/17,,,,
1181029,43439,4726486,77.0,5/15/17,,,,
1181033,34434,7655997,19.0,5/17/17,,,,
1181038,16153,7057010,12.0,3/15/17,,,,
1181040,11910,8707787,85.0,3/30/17,,,,
1181046,27979,3355043,15.0,3/5/17,,,,
1181056,13862,6911005,15.0,5/19/17,,,,
1181066,67711,2824049,90.0,4/29/17,,,,
1181072,63674,4999584,63.0,4/11/17,,,,
1181074,57028,8426925,68.0,5/4/17,,,,
1181075,52117,1856668,73.0,1/30/17,,,,
1181083,24514,4061774,14.0,1/10/17,,,,
1181092,40294,3186358,4.0,4/25/17,,,,
1181095,18050,4181967,51.0,6/1/17,,,,
1181101,12533,1413187,30.0,5/16/17,,,,
1181102,49480,3042373,65.0,5/7/17,,,,
1181108,21621,3975492,34.0,4/13/17,,,,
1181111,69053,4248119,10.0,3/27/17,,,,
1181120,29079,1564474,8.0,5/11/17,,,,
1181126,28875,8223596,12.0,3/7/17,,,,
1181134,13601,1547210,37.0,1/21/17,,,,
1181135,38790,4651640,88.0,5/24/17,,,,
1181141,29732,8175971,41.0,1/20/17,,,,
1181149,39807,3546601,7.0,3/17/17,,,,
1181152,14879,7558621,9.0,4/12/17,,,,
1181162,36142,1957137,83.0,2/6/17,,,,
1181163,69581,6234147,83.0,4/19/17,,,,
1181172,53586,2877943,47.0,3/5/17,,,,
1181175,57353,3124934,41.0,2/27/17,,,,
1181181,47688,1821880,9.0,5/15/17,,,,
1181189,43710,8284084,84.0,4/12/17,,,,
1181194,57716,7986813,31.0,1/2/17,,,,
1181196,57124,4491821,93.0,5/16/17,,,,
1181203,62922,8459580,72.0,3/30/17,,,,
1181212,15467,8549804,91.0,2/1/17,,,,
1181221,46114,2731428,83.0,2/3/17,,,,
1181228,26927,1580892,99.0,4/20/17,,,,
1181233,54742,7752830,29.0,3/28/17,,,,
1181237,65892,3930573,47.0,3/17/17,,,,
1181241,38354,7641934,100.0,1/23/17,,,,
1181248,22892,1829660,78.0,3/20/17,,,,
1181258,40643,2296283,80.0,5/8/17,,,,
1181259,57028,9239165,45.0,2/14/17,,,,
1181262,29763,7726230,52.0,3/10/17,,,,
1181269,23099,2856608,53.0,5/8/17,,,,
1181278,19100,8066890,98.0,5/30/17,,,,
1181283,42658,3425542,81.0,3/25/17,,,,
1181292,33083,6029899,74.0,1/26/17,,,,
1181294,47011,1628483,50.0,5/1/17,,,,
1181299,65913,8239091,55.0,4/9/17,,,,
1181306,24902,3420577,11.0,5/12/17,,,,
1181312,19806,3598333,93.0,1/10/17,,,,
1181320,49702,4201362,2.0,3/14/17,,,,
1181321,16342,4774931,38.0,2/9/17,,,,
1181324,41141,5366870,42.0,1/11/17,,,,
1181334,11293,3029834,73.0,2/6/17,,,,
1181341,48283,3945058,77.0,2/24/17,,,,
1181348,41708,5367487,75.0,6/1/17,,,,
1181358,41726,4403709,2.0,2/8/17,,,,
1181364,48804,1356882,17.0,1/22/17,,,,
1181369,58031,2465000,42.0,3/12/17,,,,
1181376,20120,6871683,30.0,4/17/17,,,,
1181383,65615,7093706,13.0,5/20/17,,,,
1181392,27612,1626196,55.0,2/25/17,,,,
1181396,28604,5524426,7.0,3/3/17,,,,
1181403,49727,4631187,33.0,4/28/17,,,,
1181411,13956,4173759,29.0,1/10/17,,,,
1181414,35042,4451275,35.0,5/29/17,,,,
1181419,21039,2389030,27.0,3/13/17,,,,
1181420,58148,5833629,45.0,4/11/17,,,,
1181430,21148,4998567,47.0,5/31/17,,,,
1181435,50910,2492419,1.0,1/14/17,,,,
1181444,50031,1647284,43.0,2/2/17,,,,
1181445,13429,4380812,35.0,1/18/17,,,,
1181455,38277,9306772,43.0,1/6/17,,,,
1181462,42287,2749094,47.0,5/19/17,,,,
1181463,68122,3324855,31.0,1/17/17,,,,
1181467,26649,1999095,62.0,5/7/17,,,,
1181469,37091,3077360,49.0,1/15/17,,,,
1181476,23512,6355681,55.0,3/9/17,,,,
1181479,26913,3177677,30.0,1/13/17,,,,
1181484,55229,8285499,87.0,4/4/17,,,,
1181494,16032,2001912,76.0,4/18/17,,,,
1181501,33971,1585630,86.0,1/6/17,,,,
1181506,37486,4748468,85.0,1/24/17,,,,
1181507,22646,7333485,18.0,2/19/17,,,,
1181514,69156,7709660,34.0,4/26/17,,,,
1181519,36688,3484838,92.0,5/12/17,,,,
1181520,31646,7054236,49.0,4/8/17,,,,
1181529,15380,5943652,68.0,5/9/17,,,,
1181538,59211,7062908,54.0,4/5/17,,,,
1181545,63924,1653541,96.0,5/29/17,,,,
1181555,52761,6051059,71.0,2/26/17,,,,
1181564,43844,2052451,10.0,1/1/17,,,,
1181574,31907,3850717,26.0,1/8/17,,,,
1181582,69746,1516066,79.0,1/14/17,,,,
1181592,47872,7262091,73.0,2/13/17,,,,
1181602,36739,3498059,52.0,4/27/17,,,,
1181607,48765,4414684,32.0,1/4/17,,,,
1181614,56687,7931694,3.0,2/3/17,,,,
1181618,39793,8301899,58.0,2/2/17,,,,
1181622,23530,3248945,39.0,1/10/17,,,,
1181624,38894,6751732,79.0,2/14/17,,,,
1181634,44092,3909600,38.0,3/17/17,,,,
1181642,58108,3419100,78.0,1/21/17,,,,
1181644,26334,1345986,22.0,4/27/17,,,,
1181648,50794,5600480,25.0,5/23/17,,,,
1181658,12136,4634134,55.0,1/5/17,,,,
1181662,38690,2596808,85.0,3/21/17,,,,
1181672,24557,6355148,77.0,5/6/17,,,,
1181681,25856,4599512,46.0,4/30/17,,,,
1181682,64995,4181823,82.0,2/27/17,,,,
1181688,22096,1915851,59.0,3/1/17,,,,
1181695,59311,1834604,91.0,2/9/17,,,,
1181702,38200,5602397,19.0,2/11/17,,,,
1181711,67117,8727225,98.0,4/5/17,,,,
1181720,42213,4936588,96.0,2/1/17,,,,
1181728,39973,6810284,19.0,4/9/17,,,,
1181736,59699,2905602,47.0,3/6/17,,,,
1181745,25255,2489769,60.0,2/19/17,,,,
1181749,63309,5014504,91.0,4/2/17,,,,
1181753,23827,5670162,44.0,4/9/17,,,,
1181761,66890,9194286,43.0,4/2/17,,,,
1181770,56123,2178482,1.0,2/18/17,,,,
1181778,29658,5753991,62.0,3/18/17,,,,
1181779,68771,1637503,69.0,1/12/17,,,,
1181783,51726,7737069,74.0,5/4/17,,,,
1181789,34044,4940757,91.0,2/3/17,,,,
1181798,64397,6252250,13.0,6/1/17,,,,
1181804,51612,3999469,39.0,5/5/17,,,,
1181813,16410,5447531,56.0,5/9/17,,,,
1181818,69202,5517895,88.0,1/23/17,,,,
1181821,45947,8367678,69.0,2/23/17,,,,
1181831,67502,4505721,27.0,2/7/17,,,,
1181836,36617,6428010,32.0,2/1/17,,,,
1181838,45141,3744045,51.0,5/10/17,,,,
1181843,18907,5572910,15.0,2/9/17,,,,
1181847,23199,7584571,77.0,1/3/17,,,,
1181849,43826,5036317,84.0,3/31/17,,,,
1181858,66232,4379904,11.0,5/15/17,,,,
1181865,24036,7760407,14.0,5/17/17,,,,
1181873,23246,8036549,53.0,2/27/17,,,,
1181877,59347,8639855,46.0,3/13/17,,,,
1181886,56275,2221148,49.0,2/10/17,,,,
1181893,11102,2377657,57.0,5/19/17,,,,
1181897,40294,5846533,77.0,3/6/17,,,,
1181904,62011,7078589,34.0,4/26/17,,,,
1181905,25495,3772361,19.0,4/24/17,,,,
1181907,34109,8809643,16.0,4/9/17,,,,
1181911,32284,7760035,28.0,4/20/17,,,,
1181913,46755,4315004,91.0,5/27/17,,,,
1181920,32192,7866181,88.0,4/1/17,,,,
1181925,36214,3721648,56.0,4/6/17,,,,
1181929,47302,7038631,32.0,5/30/17,,,,
1181939,29395,1425014,83.0,1/6/17,,,,
1181946,31370,4876250,64.0,2/21/17,,,,
1181954,37678,3129800,91.0,3/29/17,,,,
1181956,27516,6014774,32.0,4/29/17,,,,
1181960,68645,6971021,97.0,5/16/17,,,,
1181962,18299,6199504,33.0,3/27/17,,,,
1181965,16899,2633674,71.0,2/7/17,,,,
1181972,69105,1911972,31.0,2/13/17,,,,
1181973,36584,4483021,54.0,1/6/17,,,,
1181974,44443,8773984,92.0,1/8/17,,,,
1181984,21865,5493110,68.0,3/23/17,,,,
1181991,62993,3252302,77.0,2/3/17,,,,
1181996,34594,6913833,39.0,5/16/17,,,,
1181998,61484,8899982,55.0,2/6/17,,,,
1182006,14213,8595519,54.0,5/6/17,,,,
1182009,63955,3449116,11.0,3/25/17,,,,
1182015,30740,6650881,57.0,3/31/17,,,,
1182016,32673,6584727,44.0,5/7/17,,,,
1182018,69069,3846199,44.0,2/19/17,,,,
1182023,22270,6137423,83.0,4/27/17,,,,
1182029,42812,3164229,9.0,5/18/17,,,,
1182037,47635,6171920,87.0,2/26/17,,,,
1182040,62906,9185709,78.0,4/17/17,,,,
1182047,61047,8729492,51.0,4/13/17,,,,
1182048,69505,1533229,72.0,1/28/17,,,,
1182057,20663,7265917,5.0,4/15/17,,,,
1182064,20160,4964590,94.0,5/26/17,,,,
1182071,33906,5137115,13.0,1/28/17,,,,
1182078,29973,8223131,59.0,2/19/17,,,,
1182080,61309,1485352,65.0,4/24/17,,,,
1182083,47149,2635455,37.0,1/19/17,,,,
1182088,52787,6226989,23.0,4/11/17,,,,
1182091,60363,6829462,79.0,1/16/17,,,,
1182095,38891,1806525,40.0,2/2/17,,,,
1182104,48782,4764505,73.0,1/8/17,,,,
1182105,26559,5339360,51.0,1/4/17,,,,
1182109,30110,3042533,9.0,5/26/17,,,,
1182110,39892,4708404,43.0,5/21/17,,,,
1182118,52571,4058006,57.0,1/8/17,,,,
1182121,42828,3593073,64.0,3/20/17,,,,
1182122,42079,3125754,68.0,4/5/17,,,,
1182126,36495,9169725,17.0,4/2/17,,,,
1182134,17763,2223234,10.0,1/31/17,,,,
1182140,61074,5280451,84.0,1/22/17,,,,
1182149,33441,5143967,73.0,2/22/17,,,,
1182158,68972,8903619,93.0,4/6/17,,,,
1182163,69669,4791502,2.0,3/14/17,,,,
1182170,47273,8494007,89.0,1/14/17,,,,
1182175,39066,3845100,36.0,1/26/17,,,,
1182184,52578,9098195,100.0,2/11/17,,,,
1182194,36531,5679097,17.0,2/2/17,,,,
1182203,29252,3368145,75.0,4/5/17,,,,
1182213,45179,9160422,65.0,3/27/17,,,,
1182220,60859,5510383,98.0,3/15/17,,,,
1182230,29858,1457609,25.0,3/3/17,,,,
1182233,17989,3254629,44.0,4/29/17,,,,
1182235,26654,8317194,69.0,1/5/17,,,,
1182242,42940,5912980,38.0,2/25/17,,,,
1182251,40044,6824589,96.0,5/2/17,,,,
1182261,38152,8842474,51.0,4/1/17,,,,
1182263,66601,6095365,31.0,2/27/17,,,,
1182269,49591,5313235,81.0,3/8/17,,,,
1182274,22735,5412889,50.0,3/30/17,,,,
1182283,38091,8498776,99.0,2/13/17,,,,
1182287,15502,2693386,100.0,2/18/17,,,,
1182297,44553,5719657,4.0,1/23/17,,,,
1182305,54092,8008448,9.0,1/10/17,,,,
1182308,39017,3538621,32.0,1/26/17,,,,
1182315,13207,5085410,94.0,3/27/17,,,,
1182320,25335,2467792,15.0,3/10/17,,,,
1182324,39553,7955146,84.0,2/13/17,,,,
1182332,17827,1782304,87.0,4/5/17,,,,
1182335,57091,5042910,4.0,3/18/17,,,,
1182342,21962,6321773,74.0,3/2/17,,,,
1182348,64970,1382297,80.0,3/18/17,,,,
1182352,38111,5364861,76.0,2/26/17,,,,
1182357,45624,2579138,13.0,2/13/17,,,,
1182364,33919,6955164,78.0,3/1/17,,,,
1182367,53090,9121883,12.0,1/13/17,,,,
1182370,23355,7040088,68.0,1/30/17,,,,
1182380,18841,6833892,10.0,1/12/17,,,,
1182390,21402,7718277,10.0,2/12/17,,,,
1182392,43504,1798246,56.0,1/17/17,,,,
1182394,12030,7076549,44.0,4/14/17,,,,
1182404,65590,5621121,33.0,1/13/17,,,,
1182408,43395,1588634,42.0,2/24/17,,,,
1182416,35576,2338264,45.0,2/10/17,,,,
1182424,34134,6550754,30.0,3/27/17,,,,
1182429,58728,2706474,59.0,4/27/17,,,,
1182437,32664,5344056,64.0,1/15/17,,,,
1182438,57315,3904782,96.0,4/10/17,,,,
1182446,21273,6960305,75.0,2/20/17,,,,
1182449,62070,8411738,82.0,4/13/17,,,,
1182450,35841,4258879,42.0,4/2/17,,,,
1182451,63361,4114143,44.0,2/10/17,,,,
1182454,47753,3426114,32.0,2/14/17,,,,
1182460,18620,2684267,6.0,5/20/17,,,,
1182467,70053,1345532,59.0,4/26/17,,,,
1182470,14802,4615940,18.0,3/26/17,,,,
1182473,42105,4870383,80.0,3/21/17,,,,
1182479,45242,4253199,1.0,1/23/17,,,,
1182486,31445,8474389,47.0,2/28/17,,,,
1182487,20471,4306978,89.0,1/22/17,,,,
1182490,22009,6372884,85.0,3/11/17,,,,
1182499,47193,8203035,67.0,5/19/17,,,,
1182500,10614,4984716,45.0,3/23/17,,,,
1182508,54916,7213965,48.0,4/17/17,,,,
1182513,24802,5255031,57.0,1/19/17,,,,
1182514,22431,8734834,40.0,4/2/17,,,,
1182524,57750,6944939,1.0,1/5/17,,,,
1182530,44076,7069924,40.0,5/7/17,,,,
1182532,56370,8983797,14.0,5/20/17,,,,
1182540,41112,7669243,74.0,4/27/17,,,,
1182546,64989,6584284,55.0,2/18/17,,,,
1182548,17345,6964135,84.0,1/25/17,,,,
1182556,58967,1578526,67.0,5/14/17,,,,
1182562,55229,7465102,45.0,1/9/17,,,,
1182563,35698,3155277,11.0,5/26/17,,,,
1182572,23214,8637088,38.0,2/24/17,,,,
1182576,29279,6644571,86.0,2/18/17,,,,
1182582,65967,2612514,92.0,2/9/17,,,,
1182587,39140,4193147,56.0,2/5/17,,,,
1182593,53084,8270542,47.0,5/14/17,,,,
1182594,62626,5094376,52.0,1/28/17,,,,
1182602,56633,7733516,80.0,5/7/17,,,,
1182611,35183,6630315,75.0,2/12/17,,,,
1182612,11315,7932793,76.0,2/14/17,,,,
1182614,30340,2469715,68.0,1/23/17,,,,
1182617,22072,5009423,69.0,4/18/17,,,,
1182621,64787,8882939,41.0,5/19/17,,,,
1182624,50626,3189143,50.0,5/18/17,,,,
1182632,16789,7620612,21.0,4/17/17,,,,
1182640,48992,2183354,85.0,3/24/17,,,,
1182649,49597,4156159,87.0,4/29/17,,,,
1182654,56271,1434009,54.0,1/11/17,,,,
1182656,15846,2418999,70.0,3/16/17,,,,
1182663,13828,7786934,35.0,1/11/17,,,,
1182665,27404,4979486,68.0,4/26/17,,,,
1182669,29958,8459219,29.0,5/12/17,,,,
1182678,57712,7066689,91.0,4/11/17,,,,
1182688,47146,4656498,35.0,2/6/17,,,,
1182696,60656,6316423,16.0,1/1/17,,,,
1182703,37947,5599900,83.0,2/6/17,,,,
1182710,60324,5359536,10.0,5/2/17,,,,
1182720,69976,2679161,50.0,5/15/17,,,,
1182722,45371,2803697,71.0,4/1/17,,,,
1182731,20704,6796366,42.0,1/23/17,,,,
1182736,62096,8173975,79.0,5/8/17,,,,
1182743,60001,6776263,67.0,3/13/17,,,,
1182751,61316,5234937,7.0,1/14/17,,,,
1182752,59919,5677337,81.0,3/7/17,,,,
1182756,22705,3505285,63.0,4/21/17,,,,
1182758,57367,3673462,99.0,3/5/17,,,,
1182761,62698,6133719,69.0,4/16/17,,,,
1182769,62758,3340602,44.0,4/1/17,,,,
1182779,14757,7977552,6.0,2/12/17,,,,
1182785,21219,3090997,91.0,4/2/17,,,,
1182789,59976,8490503,95.0,1/14/17,,,,
1182796,11056,7116462,84.0,3/1/17,,,,
1182797,31316,5912252,19.0,6/1/17,,,,
1182804,25752,4154168,31.0,2/10/17,,,,
1182807,12716,1748920,85.0,3/16/17,,,,
1182816,63731,4218623,30.0,3/19/17,,,,
1182817,67881,4311518,71.0,2/20/17,,,,
1182824,27693,7790164,4.0,5/4/17,,,,
1182834,43780,1431842,21.0,1/27/17,,,,
1182835,67500,6905187,66.0,3/18/17,,,,
1182843,59604,7937630,1.0,5/23/17,,,,
1182851,68054,4148752,57.0,5/29/17,,,,
1182852,23880,1893779,63.0,2/25/17,,,,
1182857,34921,1748781,24.0,4/30/17,,,,
1182859,39767,1922949,88.0,1/11/17,,,,
1182865,39561,8830356,90.0,4/19/17,,,,
1182867,55694,4698649,58.0,4/8/17,,,,
1182873,23108,5538296,62.0,4/19/17,,,,
1182876,27257,7905135,19.0,3/9/17,,,,
1182886,57875,6916287,28.0,2/10/17,,,,
1182892,49656,2895063,76.0,2/15/17,,,,
1182900,16361,4411408,85.0,2/6/17,,,,
1182903,67302,6517228,10.0,4/23/17,,,,
1182913,17890,6211262,91.0,4/28/17,,,,
1182917,31342,6084664,83.0,4/18/17,,,,
1182926,29950,3950045,58.0,4/26/17,,,,
1182930,15515,2334489,64.0,2/27/17,,,,
1182932,61757,6659654,76.0,1/24/17,,,,
1182940,53085,8051751,94.0,1/29/17,,,,
1182945,29025,7251292,44.0,2/16/17,,,,
1182954,12017,7997245,22.0,1/17/17,,,,
1182960,52426,7747561,35.0,2/27/17,,,,
1182964,28181,4150312,37.0,1/27/17,,,,
1182971,27286,2781649,63.0,4/14/17,,,,
1182978,48827,7538237,75.0,5/25/17,,,,
1182988,53602,6087491,23.0,2/5/17,,,,
1182997,44470,7357435,72.0,1/12/17,,,,
1183000,20596,4858107,10.0,4/21/17,,,,
1183006,67500,6712692,12.0,1/20/17,,,,
1183007,60748,5568326,85.0,1/18/17,,,,
1183009,10443,2452825,14.0,3/31/17,,,,
1183012,26246,7139641,92.0,5/13/17,,,,
1183018,41048,8143063,74.0,3/11/17,,,,
1183026,65001,4269424,26.0,1/14/17,,,,
1183036,14950,5976107,45.0,3/11/17,,,,
1183043,36487,4752658,99.0,5/17/17,,,,
1183044,55451,2512886,31.0,1/31/17,,,,
1183047,44397,7461297,29.0,2/8/17,,,,
1183052,41238,8583626,71.0,3/19/17,,,,
1183060,24134,2997063,97.0,5/26/17,,,,
1183070,16615,9266834,47.0,3/28/17,,,,
1183071,52748,5426841,99.0,1/18/17,,,,
1183076,30215,8554171,65.0,4/28/17,,,,
1183080,19354,1819769,33.0,4/16/17,,,,
1183083,30415,7009753,99.0,3/31/17,,,,
1183085,11254,8810864,4.0,4/28/17,,,,
1183091,52367,2771203,19.0,3/9/17,,,,
1183095,36224,4253788,36.0,4/28/17,,,,
1183104,18979,6705840,51.0,2/24/17,,,,
1183110,43608,7545282,24.0,4/18/17,,,,
1183115,14620,5377530,42.0,4/14/17,,,,
1183117,40332,1721240,62.0,1/20/17,,,,
1183122,54709,5561514,90.0,5/14/17,,,,
1183132,19651,4074097,7.0,5/19/17,,,,
1183138,48324,6177244,56.0,1/2/17,,,,
1183141,56864,3653612,37.0,3/2/17,,,,
1183151,29621,6399370,64.0,4/5/17,,,,
1183160,52943,6434561,57.0,5/6/17,,,,
1183162,43883,3548004,58.0,1/7/17,,,,
1183166,61882,9209556,77.0,1/11/17,,,,
1183174,28492,7301735,60.0,1/3/17,,,,
1183175,57248,6697889,35.0,5/25/17,,,,
1183183,69082,3373567,11.0,3/6/17,,,,
1183190,49120,2041419,47.0,2/25/17,,,,
1183197,66880,9131555,84.0,4/17/17,,,,
1183205,68898,3668647,34.0,2/20/17,,,,
1183208,54580,8877435,72.0,1/21/17,,,,
1183213,42406,3511623,33.0,4/17/17,,,,
1183220,22084,7623467,75.0,5/30/17,,,,
1183222,66517,4755953,41.0,2/3/17,,,,
1183225,41978,7369881,83.0,1/2/17,,,,
1183226,60267,1507247,6.0,5/11/17,,,,
1183235,65281,8123385,99.0,1/13/17,,,,
1183236,42857,2351857,57.0,3/19/17,,,,
1183237,36811,4668587,80.0,1/29/17,,,,
1183241,37426,5004201,91.0,3/16/17,,,,
1183251,38604,5554517,3.0,5/14/17,,,,
1183261,18861,3660116,93.0,4/6/17,,,,
1183269,67653,5914507,63.0,4/1/17,,,,
1183278,44053,6006537,83.0,3/11/17,,,,
1183283,16975,4533345,54.0,5/18/17,,,,
1183292,42522,8732844,46.0,1/2/17,,,,
1183300,25698,8377709,19.0,5/28/17,,,,
1183306,13490,8497532,35.0,3/8/17,,,,
1183309,68744,3292404,30.0,3/13/17,,,,
1183315,52367,5113751,76.0,1/15/17,,,,
1183316,23504,5791862,11.0,3/18/17,,,,
1183320,37739,4325765,70.0,4/28/17,,,,
1183327,34838,5467485,72.0,2/16/17,,,,
1183330,51192,7088957,52.0,1/29/17,,,,
1183340,50530,2239345,49.0,1/6/17,,,,
1183341,36949,7902282,50.0,3/29/17,,,,
1183342,23350,6511433,63.0,4/15/17,,,,
1183345,28918,2644925,15.0,1/13/17,,,,
1183348,17374,8811643,34.0,4/14/17,,,,
1183352,45653,6201530,100.0,3/11/17,,,,
1183356,54213,1472329,50.0,1/16/17,,,,
1183360,62078,3256011,82.0,3/26/17,,,,
1183363,53084,4352748,46.0,5/24/17,,,,
1183373,47248,6538429,31.0,3/29/17,,,,
1183378,19453,3223251,6.0,5/24/17,,,,
1183381,20797,4611337,49.0,5/3/17,,,,
1183383,47664,2117405,86.0,5/12/17,,,,
1183387,16466,4307616,44.0,4/15/17,,,,
1183394,13232,7129903,89.0,2/1/17,,,,
1183402,53266,8762084,36.0,6/1/17,,,,
1183406,54080,7052918,17.0,5/13/17,,,,
1183408,65485,1485816,7.0,1/4/17,,,,
1183417,42461,4527704,94.0,4/29/17,,,,
1183425,60618,6671701,55.0,5/18/17,,,,
1183435,44711,3546698,80.0,2/27/17,,,,
1183440,55299,1458591,6.0,5/2/17,,,,
1183441,35582,2398770,48.0,1/4/17,,,,
1183449,67986,2052772,54.0,3/7/17,,,,
1183452,57868,3317529,40.0,5/24/17,,,,
1183453,68319,6230926,27.0,2/28/17,,,,
1183462,32449,7944737,17.0,4/25/17,,,,
1183466,68547,6311259,50.0,3/25/17,,,,
1183470,57989,7128547,58.0,4/12/17,,,,
1183477,67646,2781272,74.0,3/30/17,,,,
1183478,49440,8781615,90.0,4/28/17,,,,
1183480,37390,1730252,53.0,1/12/17,,,,
1183481,47593,8988893,4.0,4/10/17,,,,
1183490,24301,4548418,86.0,2/15/17,,,,
1183493,49626,6786197,39.0,5/13/17,,,,
1183502,54787,5548248,90.0,3/20/17,,,,
1183503,14524,8941763,56.0,3/17/17,,,,
1183509,67543,5298340,91.0,1/23/17,,,,
1183519,24194,3643100,47.0,5/5/17,,,,
1183521,43717,6622532,77.0,3/31/17,,,,
1183529,32342,5250922,34.0,1/13/17,,,,
1183539,19563,6507568,82.0,2/21/17,,,,
1183548,21782,3614062,30.0,3/19/17,,,,
1183558,30647,4467704,76.0,4/26/17,,,,
1183567,45868,5433875,7.0,3/2/17,,,,
1183576,67197,3174664,57.0,5/23/17,,,,
1183583,56395,3855204,68.0,4/21/17,,,,
1183588,33363,5005618,11.0,5/26/17,,,,
1183590,62322,8712499,71.0,2/10/17,,,,
1183595,69105,3951345,29.0,3/15/17,,,,
1183604,13487,8197794,87.0,1/12/17,,,,
1183614,60302,7627490,19.0,1/5/17,,,,
1183621,43951,3865492,87.0,1/23/17,,,,
1183624,18299,1604999,88.0,2/3/17,,,,
1183634,60267,8709809,21.0,1/16/17,,,,
1183637,44640,1780544,90.0,6/1/17,,,,
1183640,25551,2482459,34.0,1/30/17,,,,
1183648,23505,4838883,34.0,4/25/17,,,,
1183655,21875,4511568,93.0,5/27/17,,,,
1183659,62398,3844470,98.0,1/10/17,,,,
1183663,23899,4870520,54.0,4/1/17,,,,
1183668,48481,7262004,31.0,4/15/17,,,,
1183671,53913,2503418,3.0,4/10/17,,,,
1183678,44957,4756476,20.0,3/14/17,,,,
